id,o,d,city_o,district_0,city_d,district_d,lon_0,lat_0,lon_1,lat_1
247,Gaungzhou,Shenzhen,广州,白云区,深圳,光明区,113.262831,23.162281,113.935895,22.748816
248,Gaungzhou,Zhuhai,广州,白云区,珠海,珠海市,113.262831,23.162281,113.553986,22.224979
249,Gaungzhou,Foshan,广州,白云区,佛山,佛山市,113.262831,23.162281,113.122717,23.028762
250,Gaungzhou,Huizhou,广州,白云区,惠州,惠州市,113.262831,23.162281,114.412599,23.079404
251,Gaungzhou,Dongguang,广州,白云区,东莞,东莞市,113.262831,23.162281,113.746262,23.046237
252,Gaungzhou,Zhongshan,广州,白云区,中山,中山市,113.262831,23.162281,113.382391,22.521113
253,Gaungzhou,Jiangmen,广州,白云区,江门,江门市,113.262831,23.162281,113.094942,22.590431
254,Gaungzhou,Zhaoqing,广州,白云区,肇庆,肇庆市,113.262831,23.162281,112.472529,23.051546
255,Gaungzhou,Hong Kong,广州,番禺区,香港,九龙半岛,113.364619,22.938582,114.202104,22.321462
256,Gaungzhou,Hong Kong,广州,番禺区,香港,香港岛,113.364619,22.938582,114.180828,22.270967
257,Gaungzhou,Hong Kong,广州,番禺区,香港,新界,113.364619,22.938582,114.091194,22.396943
258,Gaungzhou,Macao,广州,番禺区,澳门,澳门特别行政区,113.364619,22.938582,113.54909,22.198951
259,Gaungzhou,Shenzhen,广州,番禺区,深圳,宝安区,113.364619,22.938582,113.828671,22.754741
260,Gaungzhou,Shenzhen,广州,番禺区,深圳,南山区,113.364619,22.938582,113.92943,22.531221
261,Gaungzhou,Shenzhen,广州,番禺区,深圳,福田区,113.364619,22.938582,114.05096,22.541009
262,Gaungzhou,Shenzhen,广州,番禺区,深圳,盐田区,113.364619,22.938582,114.235366,22.555069
263,Gaungzhou,Shenzhen,广州,番禺区,深圳,罗湖区,113.364619,22.938582,114.123885,22.555341
264,Gaungzhou,Shenzhen,广州,番禺区,深圳,龙岗区,113.364619,22.938582,114.251372,22.721511
265,Gaungzhou,Shenzhen,广州,番禺区,深圳,龙华区,113.364619,22.938582,114.044346,22.691963
266,Gaungzhou,Shenzhen,广州,番禺区,深圳,坪山区,113.364619,22.938582,114.338441,22.69423
267,Gaungzhou,Shenzhen,广州,番禺区,深圳,光明区,113.364619,22.938582,113.935895,22.748816
268,Gaungzhou,Zhuhai,广州,番禺区,珠海,珠海市,113.364619,22.938582,113.553986,22.224979
269,Gaungzhou,Foshan,广州,番禺区,佛山,佛山市,113.364619,22.938582,113.122717,23.028762
270,Gaungzhou,Huizhou,广州,番禺区,惠州,惠州市,113.364619,22.938582,114.412599,23.079404
271,Gaungzhou,Dongguang,广州,番禺区,东莞,东莞市,113.364619,22.938582,113.746262,23.046237
272,Gaungzhou,Zhongshan,广州,番禺区,中山,中山市,113.364619,22.938582,113.382391,22.521113
273,Gaungzhou,Jiangmen,广州,番禺区,江门,江门市,113.364619,22.938582,113.094942,22.590431
274,Gaungzhou,Zhaoqing,广州,番禺区,肇庆,肇庆市,113.364619,22.938582,112.472529,23.051546
275,Gaungzhou,Hong Kong,广州,海珠区,香港,九龙半岛,113.262008,23.103131,114.202104,22.321462
276,Gaungzhou,Hong Kong,广州,海珠区,香港,香港岛,113.262008,23.103131,114.180828,22.270967
277,Gaungzhou,Hong Kong,广州,海珠区,香港,新界,113.262008,23.103131,114.091194,22.396943
278,Gaungzhou,Macao,广州,海珠区,澳门,澳门特别行政区,113.262008,23.103131,113.54909,22.198951
279,Gaungzhou,Shenzhen,广州,海珠区,深圳,宝安区,113.262008,23.103131,113.828671,22.754741
280,Gaungzhou,Shenzhen,广州,海珠区,深圳,南山区,113.262008,23.103131,113.92943,22.531221
281,Gaungzhou,Shenzhen,广州,海珠区,深圳,福田区,113.262008,23.103131,114.05096,22.541009
282,Gaungzhou,Shenzhen,广州,海珠区,深圳,盐田区,113.262008,23.103131,114.235366,22.555069
283,Gaungzhou,Shenzhen,广州,海珠区,深圳,罗湖区,113.262008,23.103131,114.123885,22.555341
284,Gaungzhou,Shenzhen,广州,海珠区,深圳,龙岗区,113.262008,23.103131,114.251372,22.721511
285,Gaungzhou,Shenzhen,广州,海珠区,深圳,龙华区,113.262008,23.103131,114.044346,22.691963
286,Gaungzhou,Shenzhen,广州,海珠区,深圳,坪山区,113.262008,23.103131,114.338441,22.69423
287,Gaungzhou,Shenzhen,广州,海珠区,深圳,光明区,113.262008,23.103131,113.935895,22.748816
288,Gaungzhou,Zhuhai,广州,海珠区,珠海,珠海市,113.262008,23.103131,113.553986,22.224979
289,Gaungzhou,Foshan,广州,海珠区,佛山,佛山市,113.262008,23.103131,113.122717,23.028762
290,Gaungzhou,Huizhou,广州,海珠区,惠州,惠州市,113.262008,23.103131,114.412599,23.079404
291,Gaungzhou,Dongguang,广州,海珠区,东莞,东莞市,113.262008,23.103131,113.746262,23.046237
292,Gaungzhou,Zhongshan,广州,海珠区,中山,中山市,113.262008,23.103131,113.382391,22.521113
293,Gaungzhou,Jiangmen,广州,海珠区,江门,江门市,113.262008,23.103131,113.094942,22.590431
294,Gaungzhou,Zhaoqing,广州,海珠区,肇庆,肇庆市,113.262008,23.103131,112.472529,23.051546
295,Gaungzhou,Hong Kong,广州,越秀区,香港,九龙半岛,113.280714,23.125624,114.202104,22.321462
296,Gaungzhou,Hong Kong,广州,越秀区,香港,香港岛,113.280714,23.125624,114.180828,22.270967
297,Gaungzhou,Hong Kong,广州,越秀区,香港,新界,113.280714,23.125624,114.091194,22.396943
298,Gaungzhou,Macao,广州,越秀区,澳门,澳门特别行政区,113.280714,23.125624,113.54909,22.198951
299,Gaungzhou,Shenzhen,广州,越秀区,深圳,宝安区,113.280714,23.125624,113.828671,22.754741
300,Gaungzhou,Shenzhen,广州,越秀区,深圳,南山区,113.280714,23.125624,113.92943,22.531221
301,Gaungzhou,Shenzhen,广州,越秀区,深圳,福田区,113.280714,23.125624,114.05096,22.541009
302,Gaungzhou,Shenzhen,广州,越秀区,深圳,盐田区,113.280714,23.125624,114.235366,22.555069
303,Gaungzhou,Shenzhen,广州,越秀区,深圳,罗湖区,113.280714,23.125624,114.123885,22.555341
304,Gaungzhou,Shenzhen,广州,越秀区,深圳,龙岗区,113.280714,23.125624,114.251372,22.721511
305,Gaungzhou,Shenzhen,广州,越秀区,深圳,龙华区,113.280714,23.125624,114.044346,22.691963
306,Gaungzhou,Shenzhen,广州,越秀区,深圳,坪山区,113.280714,23.125624,114.338441,22.69423
307,Gaungzhou,Shenzhen,广州,越秀区,深圳,光明区,113.280714,23.125624,113.935895,22.748816
308,Gaungzhou,Zhuhai,广州,越秀区,珠海,珠海市,113.280714,23.125624,113.553986,22.224979
309,Gaungzhou,Foshan,广州,越秀区,佛山,佛山市,113.280714,23.125624,113.122717,23.028762
310,Gaungzhou,Huizhou,广州,越秀区,惠州,惠州市,113.280714,23.125624,114.412599,23.079404
311,Gaungzhou,Dongguang,广州,越秀区,东莞,东莞市,113.280714,23.125624,113.746262,23.046237
312,Gaungzhou,Zhongshan,广州,越秀区,中山,中山市,113.280714,23.125624,113.382391,22.521113
313,Gaungzhou,Jiangmen,广州,越秀区,江门,江门市,113.280714,23.125624,113.094942,22.590431
314,Gaungzhou,Zhaoqing,广州,越秀区,肇庆,肇庆市,113.280714,23.125624,112.472529,23.051546
315,Gaungzhou,Hong Kong,广州,荔湾区,香港,九龙半岛,113.243038,23.124943,114.202104,22.321462
316,Gaungzhou,Hong Kong,广州,荔湾区,香港,香港岛,113.243038,23.124943,114.180828,22.270967
317,Gaungzhou,Hong Kong,广州,荔湾区,香港,新界,113.243038,23.124943,114.091194,22.396943
318,Gaungzhou,Macao,广州,荔湾区,澳门,澳门特别行政区,113.243038,23.124943,113.54909,22.198951
319,Gaungzhou,Shenzhen,广州,荔湾区,深圳,宝安区,113.243038,23.124943,113.828671,22.754741
320,Gaungzhou,Shenzhen,广州,荔湾区,深圳,南山区,113.243038,23.124943,113.92943,22.531221
321,Gaungzhou,Shenzhen,广州,荔湾区,深圳,福田区,113.243038,23.124943,114.05096,22.541009
322,Gaungzhou,Shenzhen,广州,荔湾区,深圳,盐田区,113.243038,23.124943,114.235366,22.555069
323,Gaungzhou,Shenzhen,广州,荔湾区,深圳,罗湖区,113.243038,23.124943,114.123885,22.555341
324,Gaungzhou,Shenzhen,广州,荔湾区,深圳,龙岗区,113.243038,23.124943,114.251372,22.721511
325,Gaungzhou,Shenzhen,广州,荔湾区,深圳,龙华区,113.243038,23.124943,114.044346,22.691963
326,Gaungzhou,Shenzhen,广州,荔湾区,深圳,坪山区,113.243038,23.124943,114.338441,22.69423
327,Gaungzhou,Shenzhen,广州,荔湾区,深圳,光明区,113.243038,23.124943,113.935895,22.748816
328,Gaungzhou,Zhuhai,广州,荔湾区,珠海,珠海市,113.243038,23.124943,113.553986,22.224979
329,Gaungzhou,Foshan,广州,荔湾区,佛山,佛山市,113.243038,23.124943,113.122717,23.028762
330,Gaungzhou,Huizhou,广州,荔湾区,惠州,惠州市,113.243038,23.124943,114.412599,23.079404
331,Gaungzhou,Dongguang,广州,荔湾区,东莞,东莞市,113.243038,23.124943,113.746262,23.046237
332,Gaungzhou,Zhongshan,广州,荔湾区,中山,中山市,113.243038,23.124943,113.382391,22.521113
333,Gaungzhou,Jiangmen,广州,荔湾区,江门,江门市,113.243038,23.124943,113.094942,22.590431
334,Gaungzhou,Zhaoqing,广州,荔湾区,肇庆,肇庆市,113.243038,23.124943,112.472529,23.051546
335,Shenzhen,Hong Kong,深圳,宝安区,香港,九龙半岛,113.828671,22.754741,114.202104,22.321462
336,Shenzhen,Hong Kong,深圳,宝安区,香港,香港岛,113.828671,22.754741,114.180828,22.270967
337,Shenzhen,Hong Kong,深圳,宝安区,香港,新界,113.828671,22.754741,114.091194,22.396943
338,Shenzhen,Macao,深圳,宝安区,澳门,澳门特别行政区,113.828671,22.754741,113.54909,22.198951
339,Shenzhen,Gaungzhou,深圳,宝安区,广州,从化区,113.828671,22.754741,113.587386,23.545283
340,Shenzhen,Gaungzhou,深圳,宝安区,广州,增城区,113.828671,22.754741,113.829579,23.290497
341,Shenzhen,Gaungzhou,深圳,宝安区,广州,花都区,113.828671,22.754741,113.211184,23.39205
342,Shenzhen,Gaungzhou,深圳,宝安区,广州,南沙区,113.828671,22.754741,113.53738,22.794531
343,Shenzhen,Gaungzhou,深圳,宝安区,广州,黄埔区,113.828671,22.754741,113.450761,23.103239
344,Shenzhen,Gaungzhou,深圳,宝安区,广州,天河区,113.828671,22.754741,113.335367,23.13559
345,Shenzhen,Gaungzhou,深圳,宝安区,广州,白云区,113.828671,22.754741,113.262831,23.162281
346,Shenzhen,Gaungzhou,深圳,宝安区,广州,番禺区,113.828671,22.754741,113.364619,22.938582
347,Shenzhen,Gaungzhou,深圳,宝安区,广州,海珠区,113.828671,22.754741,113.262008,23.103131
348,Shenzhen,Gaungzhou,深圳,宝安区,广州,越秀区,113.828671,22.754741,113.280714,23.125624
349,Shenzhen,Gaungzhou,深圳,宝安区,广州,荔湾区,113.828671,22.754741,113.243038,23.124943
350,Shenzhen,Zhuhai,深圳,宝安区,珠海,珠海市,113.828671,22.754741,113.553986,22.224979
351,Shenzhen,Foshan,深圳,宝安区,佛山,佛山市,113.828671,22.754741,113.122717,23.028762
352,Shenzhen,Huizhou,深圳,宝安区,惠州,惠州市,113.828671,22.754741,114.412599,23.079404
353,Shenzhen,Dongguang,深圳,宝安区,东莞,东莞市,113.828671,22.754741,113.746262,23.046237
354,Shenzhen,Zhongshan,深圳,宝安区,中山,中山市,113.828671,22.754741,113.382391,22.521113
355,Shenzhen,Jiangmen,深圳,宝安区,江门,江门市,113.828671,22.754741,113.094942,22.590431
356,Shenzhen,Zhaoqing,深圳,宝安区,肇庆,肇庆市,113.828671,22.754741,112.472529,23.051546
357,Shenzhen,Hong Kong,深圳,南山区,香港,九龙半岛,113.92943,22.531221,114.202104,22.321462
358,Shenzhen,Hong Kong,深圳,南山区,香港,香港岛,113.92943,22.531221,114.180828,22.270967
359,Shenzhen,Hong Kong,深圳,南山区,香港,新界,113.92943,22.531221,114.091194,22.396943
360,Shenzhen,Macao,深圳,南山区,澳门,澳门特别行政区,113.92943,22.531221,113.54909,22.198951
361,Shenzhen,Gaungzhou,深圳,南山区,广州,从化区,113.92943,22.531221,113.587386,23.545283
362,Shenzhen,Gaungzhou,深圳,南山区,广州,增城区,113.92943,22.531221,113.829579,23.290497
363,Shenzhen,Gaungzhou,深圳,南山区,广州,花都区,113.92943,22.531221,113.211184,23.39205
364,Shenzhen,Gaungzhou,深圳,南山区,广州,南沙区,113.92943,22.531221,113.53738,22.794531
365,Shenzhen,Gaungzhou,深圳,南山区,广州,黄埔区,113.92943,22.531221,113.450761,23.103239
366,Shenzhen,Gaungzhou,深圳,南山区,广州,天河区,113.92943,22.531221,113.335367,23.13559
367,Shenzhen,Gaungzhou,深圳,南山区,广州,白云区,113.92943,22.531221,113.262831,23.162281
368,Shenzhen,Gaungzhou,深圳,南山区,广州,番禺区,113.92943,22.531221,113.364619,22.938582
369,Shenzhen,Gaungzhou,深圳,南山区,广州,海珠区,113.92943,22.531221,113.262008,23.103131
370,Shenzhen,Gaungzhou,深圳,南山区,广州,越秀区,113.92943,22.531221,113.280714,23.125624
371,Shenzhen,Gaungzhou,深圳,南山区,广州,荔湾区,113.92943,22.531221,113.243038,23.124943
372,Shenzhen,Zhuhai,深圳,南山区,珠海,珠海市,113.92943,22.531221,113.553986,22.224979
373,Shenzhen,Foshan,深圳,南山区,佛山,佛山市,113.92943,22.531221,113.122717,23.028762
374,Shenzhen,Huizhou,深圳,南山区,惠州,惠州市,113.92943,22.531221,114.412599,23.079404
375,Shenzhen,Dongguang,深圳,南山区,东莞,东莞市,113.92943,22.531221,113.746262,23.046237
376,Shenzhen,Zhongshan,深圳,南山区,中山,中山市,113.92943,22.531221,113.382391,22.521113
377,Shenzhen,Jiangmen,深圳,南山区,江门,江门市,113.92943,22.531221,113.094942,22.590431
378,Shenzhen,Zhaoqing,深圳,南山区,肇庆,肇庆市,113.92943,22.531221,112.472529,23.051546
379,Shenzhen,Hong Kong,深圳,福田区,香港,九龙半岛,114.05096,22.541009,114.202104,22.321462
380,Shenzhen,Hong Kong,深圳,福田区,香港,香港岛,114.05096,22.541009,114.180828,22.270967
381,Shenzhen,Hong Kong,深圳,福田区,香港,新界,114.05096,22.541009,114.091194,22.396943
382,Shenzhen,Macao,深圳,福田区,澳门,澳门特别行政区,114.05096,22.541009,113.54909,22.198951
383,Shenzhen,Gaungzhou,深圳,福田区,广州,从化区,114.05096,22.541009,113.587386,23.545283
384,Shenzhen,Gaungzhou,深圳,福田区,广州,增城区,114.05096,22.541009,113.829579,23.290497
385,Shenzhen,Gaungzhou,深圳,福田区,广州,花都区,114.05096,22.541009,113.211184,23.39205
386,Shenzhen,Gaungzhou,深圳,福田区,广州,南沙区,114.05096,22.541009,113.53738,22.794531
387,Shenzhen,Gaungzhou,深圳,福田区,广州,黄埔区,114.05096,22.541009,113.450761,23.103239
388,Shenzhen,Gaungzhou,深圳,福田区,广州,天河区,114.05096,22.541009,113.335367,23.13559
389,Shenzhen,Gaungzhou,深圳,福田区,广州,白云区,114.05096,22.541009,113.262831,23.162281
390,Shenzhen,Gaungzhou,深圳,福田区,广州,番禺区,114.05096,22.541009,113.364619,22.938582
391,Shenzhen,Gaungzhou,深圳,福田区,广州,海珠区,114.05096,22.541009,113.262008,23.103131
392,Shenzhen,Gaungzhou,深圳,福田区,广州,越秀区,114.05096,22.541009,113.280714,23.125624
393,Shenzhen,Gaungzhou,深圳,福田区,广州,荔湾区,114.05096,22.541009,113.243038,23.124943
394,Shenzhen,Zhuhai,深圳,福田区,珠海,珠海市,114.05096,22.541009,113.553986,22.224979
395,Shenzhen,Foshan,深圳,福田区,佛山,佛山市,114.05096,22.541009,113.122717,23.028762
396,Shenzhen,Huizhou,深圳,福田区,惠州,惠州市,114.05096,22.541009,114.412599,23.079404
397,Shenzhen,Dongguang,深圳,福田区,东莞,东莞市,114.05096,22.541009,113.746262,23.046237
398,Shenzhen,Zhongshan,深圳,福田区,中山,中山市,114.05096,22.541009,113.382391,22.521113
399,Shenzhen,Jiangmen,深圳,福田区,江门,江门市,114.05096,22.541009,113.094942,22.590431
400,Shenzhen,Zhaoqing,深圳,福田区,肇庆,肇庆市,114.05096,22.541009,112.472529,23.051546
401,Shenzhen,Hong Kong,深圳,盐田区,香港,九龙半岛,114.235366,22.555069,114.202104,22.321462
402,Shenzhen,Hong Kong,深圳,盐田区,香港,香港岛,114.235366,22.555069,114.180828,22.270967
403,Shenzhen,Hong Kong,深圳,盐田区,香港,新界,114.235366,22.555069,114.091194,22.396943
404,Shenzhen,Macao,深圳,盐田区,澳门,澳门特别行政区,114.235366,22.555069,113.54909,22.198951
405,Shenzhen,Gaungzhou,深圳,盐田区,广州,从化区,114.235366,22.555069,113.587386,23.545283
406,Shenzhen,Gaungzhou,深圳,盐田区,广州,增城区,114.235366,22.555069,113.829579,23.290497
407,Shenzhen,Gaungzhou,深圳,盐田区,广州,花都区,114.235366,22.555069,113.211184,23.39205
408,Shenzhen,Gaungzhou,深圳,盐田区,广州,南沙区,114.235366,22.555069,113.53738,22.794531
409,Shenzhen,Gaungzhou,深圳,盐田区,广州,黄埔区,114.235366,22.555069,113.450761,23.103239
410,Shenzhen,Gaungzhou,深圳,盐田区,广州,天河区,114.235366,22.555069,113.335367,23.13559
411,Shenzhen,Gaungzhou,深圳,盐田区,广州,白云区,114.235366,22.555069,113.262831,23.162281
412,Shenzhen,Gaungzhou,深圳,盐田区,广州,番禺区,114.235366,22.555069,113.364619,22.938582
413,Shenzhen,Gaungzhou,深圳,盐田区,广州,海珠区,114.235366,22.555069,113.262008,23.103131
414,Shenzhen,Gaungzhou,深圳,盐田区,广州,越秀区,114.235366,22.555069,113.280714,23.125624
415,Shenzhen,Gaungzhou,深圳,盐田区,广州,荔湾区,114.235366,22.555069,113.243038,23.124943
416,Shenzhen,Zhuhai,深圳,盐田区,珠海,珠海市,114.235366,22.555069,113.553986,22.224979
417,Shenzhen,Foshan,深圳,盐田区,佛山,佛山市,114.235366,22.555069,113.122717,23.028762
418,Shenzhen,Huizhou,深圳,盐田区,惠州,惠州市,114.235366,22.555069,114.412599,23.079404
419,Shenzhen,Dongguang,深圳,盐田区,东莞,东莞市,114.235366,22.555069,113.746262,23.046237
420,Shenzhen,Zhongshan,深圳,盐田区,中山,中山市,114.235366,22.555069,113.382391,22.521113
421,Shenzhen,Jiangmen,深圳,盐田区,江门,江门市,114.235366,22.555069,113.094942,22.590431
422,Shenzhen,Zhaoqing,深圳,盐田区,肇庆,肇庆市,114.235366,22.555069,112.472529,23.051546
423,Shenzhen,Hong Kong,深圳,罗湖区,香港,九龙半岛,114.123885,22.555341,114.202104,22.321462
424,Shenzhen,Hong Kong,深圳,罗湖区,香港,香港岛,114.123885,22.555341,114.180828,22.270967
425,Shenzhen,Hong Kong,深圳,罗湖区,香港,新界,114.123885,22.555341,114.091194,22.396943
426,Shenzhen,Macao,深圳,罗湖区,澳门,澳门特别行政区,114.123885,22.555341,113.54909,22.198951
427,Shenzhen,Gaungzhou,深圳,罗湖区,广州,从化区,114.123885,22.555341,113.587386,23.545283
428,Shenzhen,Gaungzhou,深圳,罗湖区,广州,增城区,114.123885,22.555341,113.829579,23.290497
429,Shenzhen,Gaungzhou,深圳,罗湖区,广州,花都区,114.123885,22.555341,113.211184,23.39205
430,Shenzhen,Gaungzhou,深圳,罗湖区,广州,南沙区,114.123885,22.555341,113.53738,22.794531
431,Shenzhen,Gaungzhou,深圳,罗湖区,广州,黄埔区,114.123885,22.555341,113.450761,23.103239
432,Shenzhen,Gaungzhou,深圳,罗湖区,广州,天河区,114.123885,22.555341,113.335367,23.13559
433,Shenzhen,Gaungzhou,深圳,罗湖区,广州,白云区,114.123885,22.555341,113.262831,23.162281
434,Shenzhen,Gaungzhou,深圳,罗湖区,广州,番禺区,114.123885,22.555341,113.364619,22.938582
435,Shenzhen,Gaungzhou,深圳,罗湖区,广州,海珠区,114.123885,22.555341,113.262008,23.103131
436,Shenzhen,Gaungzhou,深圳,罗湖区,广州,越秀区,114.123885,22.555341,113.280714,23.125624
437,Shenzhen,Gaungzhou,深圳,罗湖区,广州,荔湾区,114.123885,22.555341,113.243038,23.124943
438,Shenzhen,Zhuhai,深圳,罗湖区,珠海,珠海市,114.123885,22.555341,113.553986,22.224979
439,Shenzhen,Foshan,深圳,罗湖区,佛山,佛山市,114.123885,22.555341,113.122717,23.028762
440,Shenzhen,Huizhou,深圳,罗湖区,惠州,惠州市,114.123885,22.555341,114.412599,23.079404
441,Shenzhen,Dongguang,深圳,罗湖区,东莞,东莞市,114.123885,22.555341,113.746262,23.046237
442,Shenzhen,Zhongshan,深圳,罗湖区,中山,中山市,114.123885,22.555341,113.382391,22.521113
443,Shenzhen,Jiangmen,深圳,罗湖区,江门,江门市,114.123885,22.555341,113.094942,22.590431
444,Shenzhen,Zhaoqing,深圳,罗湖区,肇庆,肇庆市,114.123885,22.555341,112.472529,23.051546
445,Shenzhen,Hong Kong,深圳,龙岗区,香港,九龙半岛,114.251372,22.721511,114.202104,22.321462
446,Shenzhen,Hong Kong,深圳,龙岗区,香港,香港岛,114.251372,22.721511,114.180828,22.270967
447,Shenzhen,Hong Kong,深圳,龙岗区,香港,新界,114.251372,22.721511,114.091194,22.396943
448,Shenzhen,Macao,深圳,龙岗区,澳门,澳门特别行政区,114.251372,22.721511,113.54909,22.198951
449,Shenzhen,Gaungzhou,深圳,龙岗区,广州,从化区,114.251372,22.721511,113.587386,23.545283
450,Shenzhen,Gaungzhou,深圳,龙岗区,广州,增城区,114.251372,22.721511,113.829579,23.290497
451,Shenzhen,Gaungzhou,深圳,龙岗区,广州,花都区,114.251372,22.721511,113.211184,23.39205
452,Shenzhen,Gaungzhou,深圳,龙岗区,广州,南沙区,114.251372,22.721511,113.53738,22.794531
453,Shenzhen,Gaungzhou,深圳,龙岗区,广州,黄埔区,114.251372,22.721511,113.450761,23.103239
454,Shenzhen,Gaungzhou,深圳,龙岗区,广州,天河区,114.251372,22.721511,113.335367,23.13559
455,Shenzhen,Gaungzhou,深圳,龙岗区,广州,白云区,114.251372,22.721511,113.262831,23.162281
456,Shenzhen,Gaungzhou,深圳,龙岗区,广州,番禺区,114.251372,22.721511,113.364619,22.938582
457,Shenzhen,Gaungzhou,深圳,龙岗区,广州,海珠区,114.251372,22.721511,113.262008,23.103131
458,Shenzhen,Gaungzhou,深圳,龙岗区,广州,越秀区,114.251372,22.721511,113.280714,23.125624
459,Shenzhen,Gaungzhou,深圳,龙岗区,广州,荔湾区,114.251372,22.721511,113.243038,23.124943
460,Shenzhen,Zhuhai,深圳,龙岗区,珠海,珠海市,114.251372,22.721511,113.553986,22.224979
461,Shenzhen,Foshan,深圳,龙岗区,佛山,佛山市,114.251372,22.721511,113.122717,23.028762
462,Shenzhen,Huizhou,深圳,龙岗区,惠州,惠州市,114.251372,22.721511,114.412599,23.079404
463,Shenzhen,Dongguang,深圳,龙岗区,东莞,东莞市,114.251372,22.721511,113.746262,23.046237
464,Shenzhen,Zhongshan,深圳,龙岗区,中山,中山市,114.251372,22.721511,113.382391,22.521113
465,Shenzhen,Jiangmen,深圳,龙岗区,江门,江门市,114.251372,22.721511,113.094942,22.590431
466,Shenzhen,Zhaoqing,深圳,龙岗区,肇庆,肇庆市,114.251372,22.721511,112.472529,23.051546
467,Shenzhen,Hong Kong,深圳,龙华区,香港,九龙半岛,114.044346,22.691963,114.202104,22.321462
468,Shenzhen,Hong Kong,深圳,龙华区,香港,香港岛,114.044346,22.691963,114.180828,22.270967
469,Shenzhen,Hong Kong,深圳,龙华区,香港,新界,114.044346,22.691963,114.091194,22.396943
470,Shenzhen,Macao,深圳,龙华区,澳门,澳门特别行政区,114.044346,22.691963,113.54909,22.198951
471,Shenzhen,Gaungzhou,深圳,龙华区,广州,从化区,114.044346,22.691963,113.587386,23.545283
472,Shenzhen,Gaungzhou,深圳,龙华区,广州,增城区,114.044346,22.691963,113.829579,23.290497
473,Shenzhen,Gaungzhou,深圳,龙华区,广州,花都区,114.044346,22.691963,113.211184,23.39205
474,Shenzhen,Gaungzhou,深圳,龙华区,广州,南沙区,114.044346,22.691963,113.53738,22.794531
475,Shenzhen,Gaungzhou,深圳,龙华区,广州,黄埔区,114.044346,22.691963,113.450761,23.103239
476,Shenzhen,Gaungzhou,深圳,龙华区,广州,天河区,114.044346,22.691963,113.335367,23.13559
477,Shenzhen,Gaungzhou,深圳,龙华区,广州,白云区,114.044346,22.691963,113.262831,23.162281
478,Shenzhen,Gaungzhou,深圳,龙华区,广州,番禺区,114.044346,22.691963,113.364619,22.938582
479,Shenzhen,Gaungzhou,深圳,龙华区,广州,海珠区,114.044346,22.691963,113.262008,23.103131
480,Shenzhen,Gaungzhou,深圳,龙华区,广州,越秀区,114.044346,22.691963,113.280714,23.125624
481,Shenzhen,Gaungzhou,深圳,龙华区,广州,荔湾区,114.044346,22.691963,113.243038,23.124943
482,Shenzhen,Zhuhai,深圳,龙华区,珠海,珠海市,114.044346,22.691963,113.553986,22.224979
483,Shenzhen,Foshan,深圳,龙华区,佛山,佛山市,114.044346,22.691963,113.122717,23.028762
484,Shenzhen,Huizhou,深圳,龙华区,惠州,惠州市,114.044346,22.691963,114.412599,23.079404
485,Shenzhen,Dongguang,深圳,龙华区,东莞,东莞市,114.044346,22.691963,113.746262,23.046237
486,Shenzhen,Zhongshan,深圳,龙华区,中山,中山市,114.044346,22.691963,113.382391,22.521113
487,Shenzhen,Jiangmen,深圳,龙华区,江门,江门市,114.044346,22.691963,113.094942,22.590431
488,Shenzhen,Zhaoqing,深圳,龙华区,肇庆,肇庆市,114.044346,22.691963,112.472529,23.051546
489,Shenzhen,Hong Kong,深圳,坪山区,香港,九龙半岛,114.338441,22.69423,114.202104,22.321462
490,Shenzhen,Hong Kong,深圳,坪山区,香港,香港岛,114.338441,22.69423,114.180828,22.270967
491,Shenzhen,Hong Kong,深圳,坪山区,香港,新界,114.338441,22.69423,114.091194,22.396943
492,Shenzhen,Macao,深圳,坪山区,澳门,澳门特别行政区,114.338441,22.69423,113.54909,22.198951
493,Shenzhen,Gaungzhou,深圳,坪山区,广州,从化区,114.338441,22.69423,113.587386,23.545283
