id,o,d,city_o,district_0,city_d,district_d,lon_0,lat_0,lon_1,lat_1
494,Shenzhen,Gaungzhou,深圳,坪山区,广州,增城区,114.338441,22.69423,113.829579,23.290497
495,Shenzhen,Gaungzhou,深圳,坪山区,广州,花都区,114.338441,22.69423,113.211184,23.39205
496,Shenzhen,Gaungzhou,深圳,坪山区,广州,南沙区,114.338441,22.69423,113.53738,22.794531
497,Shenzhen,Gaungzhou,深圳,坪山区,广州,黄埔区,114.338441,22.69423,113.450761,23.103239
498,Shenzhen,Gaungzhou,深圳,坪山区,广州,天河区,114.338441,22.69423,113.335367,23.13559
499,Shenzhen,Gaungzhou,深圳,坪山区,广州,白云区,114.338441,22.69423,113.262831,23.162281
500,Shenzhen,Gaungzhou,深圳,坪山区,广州,番禺区,114.338441,22.69423,113.364619,22.938582
501,Shenzhen,Gaungzhou,深圳,坪山区,广州,海珠区,114.338441,22.69423,113.262008,23.103131
502,Shenzhen,Gaungzhou,深圳,坪山区,广州,越秀区,114.338441,22.69423,113.280714,23.125624
503,Shenzhen,Gaungzhou,深圳,坪山区,广州,荔湾区,114.338441,22.69423,113.243038,23.124943
504,Shenzhen,Zhuhai,深圳,坪山区,珠海,珠海市,114.338441,22.69423,113.553986,22.224979
505,Shenzhen,Foshan,深圳,坪山区,佛山,佛山市,114.338441,22.69423,113.122717,23.028762
506,Shenzhen,Huizhou,深圳,坪山区,惠州,惠州市,114.338441,22.69423,114.412599,23.079404
507,Shenzhen,Dongguang,深圳,坪山区,东莞,东莞市,114.338441,22.69423,113.746262,23.046237
508,Shenzhen,Zhongshan,深圳,坪山区,中山,中山市,114.338441,22.69423,113.382391,22.521113
509,Shenzhen,Jiangmen,深圳,坪山区,江门,江门市,114.338441,22.69423,113.094942,22.590431
510,Shenzhen,Zhaoqing,深圳,坪山区,肇庆,肇庆市,114.338441,22.69423,112.472529,23.051546
511,Shenzhen,Hong Kong,深圳,光明区,香港,九龙半岛,113.935895,22.748816,114.202104,22.321462
512,Shenzhen,Hong Kong,深圳,光明区,香港,香港岛,113.935895,22.748816,114.180828,22.270967
513,Shenzhen,Hong Kong,深圳,光明区,香港,新界,113.935895,22.748816,114.091194,22.396943
514,Shenzhen,Macao,深圳,光明区,澳门,澳门特别行政区,113.935895,22.748816,113.54909,22.198951
515,Shenzhen,Gaungzhou,深圳,光明区,广州,从化区,113.935895,22.748816,113.587386,23.545283
516,Shenzhen,Gaungzhou,深圳,光明区,广州,增城区,113.935895,22.748816,113.829579,23.290497
517,Shenzhen,Gaungzhou,深圳,光明区,广州,花都区,113.935895,22.748816,113.211184,23.39205
518,Shenzhen,Gaungzhou,深圳,光明区,广州,南沙区,113.935895,22.748816,113.53738,22.794531
519,Shenzhen,Gaungzhou,深圳,光明区,广州,黄埔区,113.935895,22.748816,113.450761,23.103239
520,Shenzhen,Gaungzhou,深圳,光明区,广州,天河区,113.935895,22.748816,113.335367,23.13559
521,Shenzhen,Gaungzhou,深圳,光明区,广州,白云区,113.935895,22.748816,113.262831,23.162281
522,Shenzhen,Gaungzhou,深圳,光明区,广州,番禺区,113.935895,22.748816,113.364619,22.938582
523,Shenzhen,Gaungzhou,深圳,光明区,广州,海珠区,113.935895,22.748816,113.262008,23.103131
524,Shenzhen,Gaungzhou,深圳,光明区,广州,越秀区,113.935895,22.748816,113.280714,23.125624
525,Shenzhen,Gaungzhou,深圳,光明区,广州,荔湾区,113.935895,22.748816,113.243038,23.124943
526,Shenzhen,Zhuhai,深圳,光明区,珠海,珠海市,113.935895,22.748816,113.553986,22.224979
527,Shenzhen,Foshan,深圳,光明区,佛山,佛山市,113.935895,22.748816,113.122717,23.028762
528,Shenzhen,Huizhou,深圳,光明区,惠州,惠州市,113.935895,22.748816,114.412599,23.079404
529,Shenzhen,Dongguang,深圳,光明区,东莞,东莞市,113.935895,22.748816,113.746262,23.046237
530,Shenzhen,Zhongshan,深圳,光明区,中山,中山市,113.935895,22.748816,113.382391,22.521113
531,Shenzhen,Jiangmen,深圳,光明区,江门,江门市,113.935895,22.748816,113.094942,22.590431
532,Shenzhen,Zhaoqing,深圳,光明区,肇庆,肇庆市,113.935895,22.748816,112.472529,23.051546
533,Zhuhai,Hong Kong,珠海,珠海市,香港,九龙半岛,113.553986,22.224979,114.202104,22.321462
534,Zhuhai,Hong Kong,珠海,珠海市,香港,香港岛,113.553986,22.224979,114.180828,22.270967
535,Zhuhai,Hong Kong,珠海,珠海市,香港,新界,113.553986,22.224979,114.091194,22.396943
536,Zhuhai,Macao,珠海,珠海市,澳门,澳门特别行政区,113.553986,22.224979,113.54909,22.198951
537,Zhuhai,Gaungzhou,珠海,珠海市,广州,从化区,113.553986,22.224979,113.587386,23.545283
538,Zhuhai,Gaungzhou,珠海,珠海市,广州,增城区,113.553986,22.224979,113.829579,23.290497
539,Zhuhai,Gaungzhou,珠海,珠海市,广州,花都区,113.553986,22.224979,113.211184,23.39205
540,Zhuhai,Gaungzhou,珠海,珠海市,广州,南沙区,113.553986,22.224979,113.53738,22.794531
541,Zhuhai,Gaungzhou,珠海,珠海市,广州,黄埔区,113.553986,22.224979,113.450761,23.103239
542,Zhuhai,Gaungzhou,珠海,珠海市,广州,天河区,113.553986,22.224979,113.335367,23.13559
543,Zhuhai,Gaungzhou,珠海,珠海市,广州,白云区,113.553986,22.224979,113.262831,23.162281
544,Zhuhai,Gaungzhou,珠海,珠海市,广州,番禺区,113.553986,22.224979,113.364619,22.938582
545,Zhuhai,Gaungzhou,珠海,珠海市,广州,海珠区,113.553986,22.224979,113.262008,23.103131
546,Zhuhai,Gaungzhou,珠海,珠海市,广州,越秀区,113.553986,22.224979,113.280714,23.125624
547,Zhuhai,Gaungzhou,珠海,珠海市,广州,荔湾区,113.553986,22.224979,113.243038,23.124943
548,Zhuhai,Shenzhen,珠海,珠海市,深圳,宝安区,113.553986,22.224979,113.828671,22.754741
549,Zhuhai,Shenzhen,珠海,珠海市,深圳,南山区,113.553986,22.224979,113.92943,22.531221
550,Zhuhai,Shenzhen,珠海,珠海市,深圳,福田区,113.553986,22.224979,114.05096,22.541009
551,Zhuhai,Shenzhen,珠海,珠海市,深圳,盐田区,113.553986,22.224979,114.235366,22.555069
552,Zhuhai,Shenzhen,珠海,珠海市,深圳,罗湖区,113.553986,22.224979,114.123885,22.555341
553,Zhuhai,Shenzhen,珠海,珠海市,深圳,龙岗区,113.553986,22.224979,114.251372,22.721511
554,Zhuhai,Shenzhen,珠海,珠海市,深圳,龙华区,113.553986,22.224979,114.044346,22.691963
555,Zhuhai,Shenzhen,珠海,珠海市,深圳,坪山区,113.553986,22.224979,114.338441,22.69423
556,Zhuhai,Shenzhen,珠海,珠海市,深圳,光明区,113.553986,22.224979,113.935895,22.748816
557,Zhuhai,Foshan,珠海,珠海市,佛山,佛山市,113.553986,22.224979,113.122717,23.028762
558,Zhuhai,Huizhou,珠海,珠海市,惠州,惠州市,113.553986,22.224979,114.412599,23.079404
559,Zhuhai,Dongguang,珠海,珠海市,东莞,东莞市,113.553986,22.224979,113.746262,23.046237
560,Zhuhai,Zhongshan,珠海,珠海市,中山,中山市,113.553986,22.224979,113.382391,22.521113
561,Zhuhai,Jiangmen,珠海,珠海市,江门,江门市,113.553986,22.224979,113.094942,22.590431
562,Zhuhai,Zhaoqing,珠海,珠海市,肇庆,肇庆市,113.553986,22.224979,112.472529,23.051546
563,Foshan,Hong Kong,佛山,佛山市,香港,九龙半岛,113.122717,23.028762,114.202104,22.321462
564,Foshan,Hong Kong,佛山,佛山市,香港,香港岛,113.122717,23.028762,114.180828,22.270967
565,Foshan,Hong Kong,佛山,佛山市,香港,新界,113.122717,23.028762,114.091194,22.396943
566,Foshan,Macao,佛山,佛山市,澳门,澳门特别行政区,113.122717,23.028762,113.54909,22.198951
567,Foshan,Gaungzhou,佛山,佛山市,广州,从化区,113.122717,23.028762,113.587386,23.545283
568,Foshan,Gaungzhou,佛山,佛山市,广州,增城区,113.122717,23.028762,113.829579,23.290497
569,Foshan,Gaungzhou,佛山,佛山市,广州,花都区,113.122717,23.028762,113.211184,23.39205
570,Foshan,Gaungzhou,佛山,佛山市,广州,南沙区,113.122717,23.028762,113.53738,22.794531
571,Foshan,Gaungzhou,佛山,佛山市,广州,黄埔区,113.122717,23.028762,113.450761,23.103239
572,Foshan,Gaungzhou,佛山,佛山市,广州,天河区,113.122717,23.028762,113.335367,23.13559
573,Foshan,Gaungzhou,佛山,佛山市,广州,白云区,113.122717,23.028762,113.262831,23.162281
574,Foshan,Gaungzhou,佛山,佛山市,广州,番禺区,113.122717,23.028762,113.364619,22.938582
575,Foshan,Gaungzhou,佛山,佛山市,广州,海珠区,113.122717,23.028762,113.262008,23.103131
576,Foshan,Gaungzhou,佛山,佛山市,广州,越秀区,113.122717,23.028762,113.280714,23.125624
577,Foshan,Gaungzhou,佛山,佛山市,广州,荔湾区,113.122717,23.028762,113.243038,23.124943
578,Foshan,Shenzhen,佛山,佛山市,深圳,宝安区,113.122717,23.028762,113.828671,22.754741
579,Foshan,Shenzhen,佛山,佛山市,深圳,南山区,113.122717,23.028762,113.92943,22.531221
580,Foshan,Shenzhen,佛山,佛山市,深圳,福田区,113.122717,23.028762,114.05096,22.541009
581,Foshan,Shenzhen,佛山,佛山市,深圳,盐田区,113.122717,23.028762,114.235366,22.555069
582,Foshan,Shenzhen,佛山,佛山市,深圳,罗湖区,113.122717,23.028762,114.123885,22.555341
583,Foshan,Shenzhen,佛山,佛山市,深圳,龙岗区,113.122717,23.028762,114.251372,22.721511
584,Foshan,Shenzhen,佛山,佛山市,深圳,龙华区,113.122717,23.028762,114.044346,22.691963
585,Foshan,Shenzhen,佛山,佛山市,深圳,坪山区,113.122717,23.028762,114.338441,22.69423
586,Foshan,Shenzhen,佛山,佛山市,深圳,光明区,113.122717,23.028762,113.935895,22.748816
587,Foshan,Zhuhai,佛山,佛山市,珠海,珠海市,113.122717,23.028762,113.553986,22.224979
588,Foshan,Huizhou,佛山,佛山市,惠州,惠州市,113.122717,23.028762,114.412599,23.079404
589,Foshan,Dongguang,佛山,佛山市,东莞,东莞市,113.122717,23.028762,113.746262,23.046237
590,Foshan,Zhongshan,佛山,佛山市,中山,中山市,113.122717,23.028762,113.382391,22.521113
591,Foshan,Jiangmen,佛山,佛山市,江门,江门市,113.122717,23.028762,113.094942,22.590431
592,Foshan,Zhaoqing,佛山,佛山市,肇庆,肇庆市,113.122717,23.028762,112.472529,23.051546
593,Huizhou,Hong Kong,惠州,惠州市,香港,九龙半岛,114.412599,23.079404,114.202104,22.321462
594,Huizhou,Hong Kong,惠州,惠州市,香港,香港岛,114.412599,23.079404,114.180828,22.270967
595,Huizhou,Hong Kong,惠州,惠州市,香港,新界,114.412599,23.079404,114.091194,22.396943
596,Huizhou,Macao,惠州,惠州市,澳门,澳门特别行政区,114.412599,23.079404,113.54909,22.198951
597,Huizhou,Gaungzhou,惠州,惠州市,广州,从化区,114.412599,23.079404,113.587386,23.545283
598,Huizhou,Gaungzhou,惠州,惠州市,广州,增城区,114.412599,23.079404,113.829579,23.290497
599,Huizhou,Gaungzhou,惠州,惠州市,广州,花都区,114.412599,23.079404,113.211184,23.39205
600,Huizhou,Gaungzhou,惠州,惠州市,广州,南沙区,114.412599,23.079404,113.53738,22.794531
601,Huizhou,Gaungzhou,惠州,惠州市,广州,黄埔区,114.412599,23.079404,113.450761,23.103239
602,Huizhou,Gaungzhou,惠州,惠州市,广州,天河区,114.412599,23.079404,113.335367,23.13559
603,Huizhou,Gaungzhou,惠州,惠州市,广州,白云区,114.412599,23.079404,113.262831,23.162281
604,Huizhou,Gaungzhou,惠州,惠州市,广州,番禺区,114.412599,23.079404,113.364619,22.938582
605,Huizhou,Gaungzhou,惠州,惠州市,广州,海珠区,114.412599,23.079404,113.262008,23.103131
606,Huizhou,Gaungzhou,惠州,惠州市,广州,越秀区,114.412599,23.079404,113.280714,23.125624
607,Huizhou,Gaungzhou,惠州,惠州市,广州,荔湾区,114.412599,23.079404,113.243038,23.124943
608,Huizhou,Shenzhen,惠州,惠州市,深圳,宝安区,114.412599,23.079404,113.828671,22.754741
609,Huizhou,Shenzhen,惠州,惠州市,深圳,南山区,114.412599,23.079404,113.92943,22.531221
610,Huizhou,Shenzhen,惠州,惠州市,深圳,福田区,114.412599,23.079404,114.05096,22.541009
611,Huizhou,Shenzhen,惠州,惠州市,深圳,盐田区,114.412599,23.079404,114.235366,22.555069
612,Huizhou,Shenzhen,惠州,惠州市,深圳,罗湖区,114.412599,23.079404,114.123885,22.555341
613,Huizhou,Shenzhen,惠州,惠州市,深圳,龙岗区,114.412599,23.079404,114.251372,22.721511
614,Huizhou,Shenzhen,惠州,惠州市,深圳,龙华区,114.412599,23.079404,114.044346,22.691963
615,Huizhou,Shenzhen,惠州,惠州市,深圳,坪山区,114.412599,23.079404,114.338441,22.69423
616,Huizhou,Shenzhen,惠州,惠州市,深圳,光明区,114.412599,23.079404,113.935895,22.748816
617,Huizhou,Zhuhai,惠州,惠州市,珠海,珠海市,114.412599,23.079404,113.553986,22.224979
618,Huizhou,Foshan,惠州,惠州市,佛山,佛山市,114.412599,23.079404,113.122717,23.028762
619,Huizhou,Dongguang,惠州,惠州市,东莞,东莞市,114.412599,23.079404,113.746262,23.046237
620,Huizhou,Zhongshan,惠州,惠州市,中山,中山市,114.412599,23.079404,113.382391,22.521113
621,Huizhou,Jiangmen,惠州,惠州市,江门,江门市,114.412599,23.079404,113.094942,22.590431
622,Huizhou,Zhaoqing,惠州,惠州市,肇庆,肇庆市,114.412599,23.079404,112.472529,23.051546
623,Dongguang,Hong Kong,东莞,东莞市,香港,九龙半岛,113.746262,23.046237,114.202104,22.321462
624,Dongguang,Hong Kong,东莞,东莞市,香港,香港岛,113.746262,23.046237,114.180828,22.270967
625,Dongguang,Hong Kong,东莞,东莞市,香港,新界,113.746262,23.046237,114.091194,22.396943
626,Dongguang,Macao,东莞,东莞市,澳门,澳门特别行政区,113.746262,23.046237,113.54909,22.198951
627,Dongguang,Gaungzhou,东莞,东莞市,广州,从化区,113.746262,23.046237,113.587386,23.545283
628,Dongguang,Gaungzhou,东莞,东莞市,广州,增城区,113.746262,23.046237,113.829579,23.290497
629,Dongguang,Gaungzhou,东莞,东莞市,广州,花都区,113.746262,23.046237,113.211184,23.39205
630,Dongguang,Gaungzhou,东莞,东莞市,广州,南沙区,113.746262,23.046237,113.53738,22.794531
631,Dongguang,Gaungzhou,东莞,东莞市,广州,黄埔区,113.746262,23.046237,113.450761,23.103239
632,Dongguang,Gaungzhou,东莞,东莞市,广州,天河区,113.746262,23.046237,113.335367,23.13559
633,Dongguang,Gaungzhou,东莞,东莞市,广州,白云区,113.746262,23.046237,113.262831,23.162281
634,Dongguang,Gaungzhou,东莞,东莞市,广州,番禺区,113.746262,23.046237,113.364619,22.938582
635,Dongguang,Gaungzhou,东莞,东莞市,广州,海珠区,113.746262,23.046237,113.262008,23.103131
636,Dongguang,Gaungzhou,东莞,东莞市,广州,越秀区,113.746262,23.046237,113.280714,23.125624
637,Dongguang,Gaungzhou,东莞,东莞市,广州,荔湾区,113.746262,23.046237,113.243038,23.124943
638,Dongguang,Shenzhen,东莞,东莞市,深圳,宝安区,113.746262,23.046237,113.828671,22.754741
639,Dongguang,Shenzhen,东莞,东莞市,深圳,南山区,113.746262,23.046237,113.92943,22.531221
640,Dongguang,Shenzhen,东莞,东莞市,深圳,福田区,113.746262,23.046237,114.05096,22.541009
641,Dongguang,Shenzhen,东莞,东莞市,深圳,盐田区,113.746262,23.046237,114.235366,22.555069
642,Dongguang,Shenzhen,东莞,东莞市,深圳,罗湖区,113.746262,23.046237,114.123885,22.555341
643,Dongguang,Shenzhen,东莞,东莞市,深圳,龙岗区,113.746262,23.046237,114.251372,22.721511
644,Dongguang,Shenzhen,东莞,东莞市,深圳,龙华区,113.746262,23.046237,114.044346,22.691963
645,Dongguang,Shenzhen,东莞,东莞市,深圳,坪山区,113.746262,23.046237,114.338441,22.69423
646,Dongguang,Shenzhen,东莞,东莞市,深圳,光明区,113.746262,23.046237,113.935895,22.748816
647,Dongguang,Zhuhai,东莞,东莞市,珠海,珠海市,113.746262,23.046237,113.553986,22.224979
648,Dongguang,Foshan,东莞,东莞市,佛山,佛山市,113.746262,23.046237,113.122717,23.028762
649,Dongguang,Huizhou,东莞,东莞市,惠州,惠州市,113.746262,23.046237,114.412599,23.079404
650,Dongguang,Zhongshan,东莞,东莞市,中山,中山市,113.746262,23.046237,113.382391,22.521113
651,Dongguang,Jiangmen,东莞,东莞市,江门,江门市,113.746262,23.046237,113.094942,22.590431
652,Dongguang,Zhaoqing,东莞,东莞市,肇庆,肇庆市,113.746262,23.046237,112.472529,23.051546
653,Zhongshan,Hong Kong,中山,中山市,香港,九龙半岛,113.382391,22.521113,114.202104,22.321462
654,Zhongshan,Hong Kong,中山,中山市,香港,香港岛,113.382391,22.521113,114.180828,22.270967
655,Zhongshan,Hong Kong,中山,中山市,香港,新界,113.382391,22.521113,114.091194,22.396943
656,Zhongshan,Macao,中山,中山市,澳门,澳门特别行政区,113.382391,22.521113,113.54909,22.198951
657,Zhongshan,Gaungzhou,中山,中山市,广州,从化区,113.382391,22.521113,113.587386,23.545283
658,Zhongshan,Gaungzhou,中山,中山市,广州,增城区,113.382391,22.521113,113.829579,23.290497
659,Zhongshan,Gaungzhou,中山,中山市,广州,花都区,113.382391,22.521113,113.211184,23.39205
660,Zhongshan,Gaungzhou,中山,中山市,广州,南沙区,113.382391,22.521113,113.53738,22.794531
661,Zhongshan,Gaungzhou,中山,中山市,广州,黄埔区,113.382391,22.521113,113.450761,23.103239
662,Zhongshan,Gaungzhou,中山,中山市,广州,天河区,113.382391,22.521113,113.335367,23.13559
663,Zhongshan,Gaungzhou,中山,中山市,广州,白云区,113.382391,22.521113,113.262831,23.162281
664,Zhongshan,Gaungzhou,中山,中山市,广州,番禺区,113.382391,22.521113,113.364619,22.938582
665,Zhongshan,Gaungzhou,中山,中山市,广州,海珠区,113.382391,22.521113,113.262008,23.103131
666,Zhongshan,Gaungzhou,中山,中山市,广州,越秀区,113.382391,22.521113,113.280714,23.125624
667,Zhongshan,Gaungzhou,中山,中山市,广州,荔湾区,113.382391,22.521113,113.243038,23.124943
668,Zhongshan,Shenzhen,中山,中山市,深圳,宝安区,113.382391,22.521113,113.828671,22.754741
669,Zhongshan,Shenzhen,中山,中山市,深圳,南山区,113.382391,22.521113,113.92943,22.531221
670,Zhongshan,Shenzhen,中山,中山市,深圳,福田区,113.382391,22.521113,114.05096,22.541009
671,Zhongshan,Shenzhen,中山,中山市,深圳,盐田区,113.382391,22.521113,114.235366,22.555069
672,Zhongshan,Shenzhen,中山,中山市,深圳,罗湖区,113.382391,22.521113,114.123885,22.555341
673,Zhongshan,Shenzhen,中山,中山市,深圳,龙岗区,113.382391,22.521113,114.251372,22.721511
674,Zhongshan,Shenzhen,中山,中山市,深圳,龙华区,113.382391,22.521113,114.044346,22.691963
675,Zhongshan,Shenzhen,中山,中山市,深圳,坪山区,113.382391,22.521113,114.338441,22.69423
676,Zhongshan,Shenzhen,中山,中山市,深圳,光明区,113.382391,22.521113,113.935895,22.748816
677,Zhongshan,Zhuhai,中山,中山市,珠海,珠海市,113.382391,22.521113,113.553986,22.224979
678,Zhongshan,Foshan,中山,中山市,佛山,佛山市,113.382391,22.521113,113.122717,23.028762
679,Zhongshan,Huizhou,中山,中山市,惠州,惠州市,113.382391,22.521113,114.412599,23.079404
680,Zhongshan,Dongguang,中山,中山市,东莞,东莞市,113.382391,22.521113,113.746262,23.046237
681,Zhongshan,Jiangmen,中山,中山市,江门,江门市,113.382391,22.521113,113.094942,22.590431
682,Zhongshan,Zhaoqing,中山,中山市,肇庆,肇庆市,113.382391,22.521113,112.472529,23.051546
683,Jiangmen,Hong Kong,江门,江门市,香港,九龙半岛,113.094942,22.590431,114.202104,22.321462
684,Jiangmen,Hong Kong,江门,江门市,香港,香港岛,113.094942,22.590431,114.180828,22.270967
685,Jiangmen,Hong Kong,江门,江门市,香港,新界,113.094942,22.590431,114.091194,22.396943
686,Jiangmen,Macao,江门,江门市,澳门,澳门特别行政区,113.094942,22.590431,113.54909,22.198951
687,Jiangmen,Gaungzhou,江门,江门市,广州,从化区,113.094942,22.590431,113.587386,23.545283
688,Jiangmen,Gaungzhou,江门,江门市,广州,增城区,113.094942,22.590431,113.829579,23.290497
689,Jiangmen,Gaungzhou,江门,江门市,广州,花都区,113.094942,22.590431,113.211184,23.39205
690,Jiangmen,Gaungzhou,江门,江门市,广州,南沙区,113.094942,22.590431,113.53738,22.794531
691,Jiangmen,Gaungzhou,江门,江门市,广州,黄埔区,113.094942,22.590431,113.450761,23.103239
692,Jiangmen,Gaungzhou,江门,江门市,广州,天河区,113.094942,22.590431,113.335367,23.13559
693,Jiangmen,Gaungzhou,江门,江门市,广州,白云区,113.094942,22.590431,113.262831,23.162281
694,Jiangmen,Gaungzhou,江门,江门市,广州,番禺区,113.094942,22.590431,113.364619,22.938582
695,Jiangmen,Gaungzhou,江门,江门市,广州,海珠区,113.094942,22.590431,113.262008,23.103131
696,Jiangmen,Gaungzhou,江门,江门市,广州,越秀区,113.094942,22.590431,113.280714,23.125624
697,Jiangmen,Gaungzhou,江门,江门市,广州,荔湾区,113.094942,22.590431,113.243038,23.124943
698,Jiangmen,Shenzhen,江门,江门市,深圳,宝安区,113.094942,22.590431,113.828671,22.754741
699,Jiangmen,Shenzhen,江门,江门市,深圳,南山区,113.094942,22.590431,113.92943,22.531221
700,Jiangmen,Shenzhen,江门,江门市,深圳,福田区,113.094942,22.590431,114.05096,22.541009
701,Jiangmen,Shenzhen,江门,江门市,深圳,盐田区,113.094942,22.590431,114.235366,22.555069
702,Jiangmen,Shenzhen,江门,江门市,深圳,罗湖区,113.094942,22.590431,114.123885,22.555341
703,Jiangmen,Shenzhen,江门,江门市,深圳,龙岗区,113.094942,22.590431,114.251372,22.721511
704,Jiangmen,Shenzhen,江门,江门市,深圳,龙华区,113.094942,22.590431,114.044346,22.691963
705,Jiangmen,Shenzhen,江门,江门市,深圳,坪山区,113.094942,22.590431,114.338441,22.69423
706,Jiangmen,Shenzhen,江门,江门市,深圳,光明区,113.094942,22.590431,113.935895,22.748816
707,Jiangmen,Zhuhai,江门,江门市,珠海,珠海市,113.094942,22.590431,113.553986,22.224979
708,Jiangmen,Foshan,江门,江门市,佛山,佛山市,113.094942,22.590431,113.122717,23.028762
709,Jiangmen,Huizhou,江门,江门市,惠州,惠州市,113.094942,22.590431,114.412599,23.079404
710,Jiangmen,Dongguang,江门,江门市,东莞,东莞市,113.094942,22.590431,113.746262,23.046237
711,Jiangmen,Zhongshan,江门,江门市,中山,中山市,113.094942,22.590431,113.382391,22.521113
712,Jiangmen,Zhaoqing,江门,江门市,肇庆,肇庆市,113.094942,22.590431,112.472529,23.051546
713,Zhaoqing,Hong Kong,肇庆,肇庆市,香港,九龙半岛,112.472529,23.051546,114.202104,22.321462
714,Zhaoqing,Hong Kong,肇庆,肇庆市,香港,香港岛,112.472529,23.051546,114.180828,22.270967
715,Zhaoqing,Hong Kong,肇庆,肇庆市,香港,新界,112.472529,23.051546,114.091194,22.396943
716,Zhaoqing,Macao,肇庆,肇庆市,澳门,澳门特别行政区,112.472529,23.051546,113.54909,22.198951
717,Zhaoqing,Gaungzhou,肇庆,肇庆市,广州,从化区,112.472529,23.051546,113.587386,23.545283
718,Zhaoqing,Gaungzhou,肇庆,肇庆市,广州,增城区,112.472529,23.051546,113.829579,23.290497
719,Zhaoqing,Gaungzhou,肇庆,肇庆市,广州,花都区,112.472529,23.051546,113.211184,23.39205
720,Zhaoqing,Gaungzhou,肇庆,肇庆市,广州,南沙区,112.472529,23.051546,113.53738,22.794531
721,Zhaoqing,Gaungzhou,肇庆,肇庆市,广州,黄埔区,112.472529,23.051546,113.450761,23.103239
722,Zhaoqing,Gaungzhou,肇庆,肇庆市,广州,天河区,112.472529,23.051546,113.335367,23.13559
723,Zhaoqing,Gaungzhou,肇庆,肇庆市,广州,白云区,112.472529,23.051546,113.262831,23.162281
724,Zhaoqing,Gaungzhou,肇庆,肇庆市,广州,番禺区,112.472529,23.051546,113.364619,22.938582
725,Zhaoqing,Gaungzhou,肇庆,肇庆市,广州,海珠区,112.472529,23.051546,113.262008,23.103131
726,Zhaoqing,Gaungzhou,肇庆,肇庆市,广州,越秀区,112.472529,23.051546,113.280714,23.125624
727,Zhaoqing,Gaungzhou,肇庆,肇庆市,广州,荔湾区,112.472529,23.051546,113.243038,23.124943
728,Zhaoqing,Shenzhen,肇庆,肇庆市,深圳,宝安区,112.472529,23.051546,113.828671,22.754741
729,Zhaoqing,Shenzhen,肇庆,肇庆市,深圳,南山区,112.472529,23.051546,113.92943,22.531221
730,Zhaoqing,Shenzhen,肇庆,肇庆市,深圳,福田区,112.472529,23.051546,114.05096,22.541009
731,Zhaoqing,Shenzhen,肇庆,肇庆市,深圳,盐田区,112.472529,23.051546,114.235366,22.555069
732,Zhaoqing,Shenzhen,肇庆,肇庆市,深圳,罗湖区,112.472529,23.051546,114.123885,22.555341
733,Zhaoqing,Shenzhen,肇庆,肇庆市,深圳,龙岗区,112.472529,23.051546,114.251372,22.721511
734,Zhaoqing,Shenzhen,肇庆,肇庆市,深圳,龙华区,112.472529,23.051546,114.044346,22.691963
735,Zhaoqing,Shenzhen,肇庆,肇庆市,深圳,坪山区,112.472529,23.051546,114.338441,22.69423
736,Zhaoqing,Shenzhen,肇庆,肇庆市,深圳,光明区,112.472529,23.051546,113.935895,22.748816
737,Zhaoqing,Zhuhai,肇庆,肇庆市,珠海,珠海市,112.472529,23.051546,113.553986,22.224979
738,Zhaoqing,Foshan,肇庆,肇庆市,佛山,佛山市,112.472529,23.051546,113.122717,23.028762
739,Zhaoqing,Huizhou,肇庆,肇庆市,惠州,惠州市,112.472529,23.051546,114.412599,23.079404
740,Zhaoqing,Dongguang,肇庆,肇庆市,东莞,东莞市,112.472529,23.051546,113.746262,23.046237
741,Zhaoqing,Zhongshan,肇庆,肇庆市,中山,中山市,112.472529,23.051546,113.382391,22.521113
742,Zhaoqing,Jiangmen,肇庆,肇庆市,江门,江门市,112.472529,23.051546,113.094942,22.590431
